case_id,timestamp,analyst_id,severity,alert_type,asset_ip,escalated,time_to_close_mins,resolution_notes
CASE-00229,2026-07-22T21:39:00,SOC-A03,High,Brute Force Attempt,10.0.5.10-EMAIL-GW,Yes,174,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00888,2026-09-14T03:00:00,SOC-A03,High,Malware Detection,10.0.3.20-PAYMENT-PROC,No,56,Investigated within SLA. Closed.
CASE-00742,2026-08-08T18:50:00,SOC-A04,Critical,Malware Detection,10.0.3.20-PAYMENT-PROC,Yes,213,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00844,2026-09-13T16:00:00,SOC-A05,Medium,Lateral Movement,10.0.2.51-DB-CUSTOMER,No,1,"False positive, closed."
CASE-00803,2026-07-13T07:00:00,SOC-A05,Critical,Privilege Escalation,10.0.4.10-AUTH-SERVER,No,2,"False positive, closed."
CASE-00050,2026-08-14T09:52:00,SOC-A02,High,Privilege Escalation,10.0.1.20-APPSERVER,No,36,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00184,2026-08-12T02:37:00,SOC-A03,Medium,Unauthorized Access,10.0.3.20-PAYMENT-PROC,No,93,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00871,2026-08-25T01:00:00,SOC-A01,High,Brute Force Attempt,10.0.5.20-VPN-ENDPOINT,No,59,Investigated within SLA. Closed.
CASE-00618,2026-08-22T06:54:00,SOC-A03,Low,Policy Violation,10.0.1.20-APPSERVER,No,24,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00159,2026-09-10T19:39:00,SOC-A01,Medium,Lateral Movement,10.0.5.10-EMAIL-GW,No,87,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00467,2026-07-07T20:37:00,SOC-A01,Medium,Privilege Escalation,10.0.5.10-EMAIL-GW,No,70,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00562,2026-09-15T18:04:00,SOC-A02,Low,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,23,Escalated to incident response team. Containment actions initiated.
CASE-00560,2026-07-28T14:38:00,SOC-A04,Critical,Unauthorized Access,10.0.6.10-WORKSTATION-POOL,Yes,73,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00765,2026-08-06T14:24:00,SOC-A01,Medium,DDoS Indicator,10.0.5.10-EMAIL-GW,No,22,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00370,2026-09-14T23:24:00,SOC-A03,Low,Data Exfiltration,10.0.4.10-AUTH-SERVER,No,111,Escalated to incident response team. Containment actions initiated.
CASE-00526,2026-08-19T08:34:00,SOC-A03,High,Policy Violation,10.0.1.10-WEBSERVER,No,161,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00725,2026-07-27T17:22:00,SOC-A02,Medium,Lateral Movement,10.0.3.20-PAYMENT-PROC,No,100,Escalated to incident response team. Containment actions initiated.
CASE-00199,2026-07-15T09:15:00,SOC-A02,Low,Anomalous Login,10.0.1.10-WEBSERVER,No,63,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00619,2026-08-04T22:39:00,SOC-A01,Medium,Brute Force Attempt,10.0.3.20-PAYMENT-PROC,No,29,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00107,2026-08-22T10:20:00,SOC-A02,Medium,Unauthorized Access,10.0.6.10-WORKSTATION-POOL,No,52,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00523,2026-08-14T07:56:00,SOC-A03,Low,Lateral Movement,10.0.3.20-PAYMENT-PROC,No,56,Escalated to incident response team. Containment actions initiated.
CASE-00471,2026-07-22T18:48:00,SOC-A01,Low,Anomalous Login,10.0.6.10-WORKSTATION-POOL,No,26,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00365,2026-07-10T04:37:00,SOC-A04,Low,Brute Force Attempt,10.0.5.20-VPN-ENDPOINT,No,11,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00123,2026-07-31T20:43:00,SOC-A01,Critical,Malware Detection,10.0.1.20-APPSERVER,Yes,141,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00480,2026-08-26T12:07:00,SOC-A02,Medium,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,36,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00131,2026-09-16T23:31:00,SOC-A02,High,Privilege Escalation,10.0.3.20-PAYMENT-PROC,Yes,185,Escalated to incident response team. Containment actions initiated.
CASE-00848,2026-08-09T14:00:00,SOC-A05,Medium,Privilege Escalation,10.0.5.10-EMAIL-GW,No,7,"Known issue, no action."
CASE-00404,2026-09-13T18:16:00,SOC-A01,Critical,Policy Violation,10.0.1.10-WEBSERVER,Yes,46,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00586,2026-09-12T08:11:00,SOC-A02,Critical,Privilege Escalation,10.0.5.20-VPN-ENDPOINT,No,157,Escalated to incident response team. Containment actions initiated.
CASE-00633,2026-07-06T15:45:00,SOC-A04,Medium,Anomalous Login,10.0.3.20-PAYMENT-PROC,No,34,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00623,2026-07-10T17:30:00,SOC-A03,Low,Unauthorized Access,10.0.6.10-WORKSTATION-POOL,No,114,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00037,2026-07-31T08:25:00,SOC-A03,Low,Phishing Email,10.0.5.20-VPN-ENDPOINT,No,68,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00606,2026-08-22T05:11:00,SOC-A02,High,Malware Detection,10.0.1.20-APPSERVER,Yes,199,Escalated to incident response team. Containment actions initiated.
CASE-00371,2026-08-05T20:05:00,SOC-A03,Low,Brute Force Attempt,10.0.5.10-EMAIL-GW,No,109,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00453,2026-07-23T15:37:00,SOC-A02,Medium,Lateral Movement,10.0.3.20-PAYMENT-PROC,No,117,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00330,2026-09-21T19:02:00,SOC-A04,Medium,Phishing Email,10.0.5.20-VPN-ENDPOINT,No,106,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00025,2026-08-12T02:32:00,SOC-A04,Low,DDoS Indicator,10.0.5.20-VPN-ENDPOINT,No,37,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00801,2026-09-04T03:00:00,SOC-A05,High,Privilege Escalation,10.0.5.10-EMAIL-GW,No,3,"Known issue, no action."
CASE-00067,2026-07-31T08:21:00,SOC-A01,Low,Data Exfiltration,10.0.5.10-EMAIL-GW,No,27,Escalated to incident response team. Containment actions initiated.
CASE-00914,2026-07-21T16:00:00,SOC-A01,High,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,27,Blocked source IP. Alert closed.
CASE-00167,2026-08-11T03:00:00,SOC-A02,Medium,Unauthorized Access,10.0.4.10-AUTH-SERVER,No,26,Escalated to incident response team. Containment actions initiated.
CASE-00821,2026-08-19T11:00:00,SOC-A05,Critical,Anomalous Login,10.0.1.10-WEBSERVER,No,3,Duplicate alert.
CASE-00319,2026-07-11T23:57:00,SOC-A02,Medium,Unauthorized Access,10.0.1.20-APPSERVER,No,97,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00868,2026-08-26T19:00:00,SOC-A05,High,Data Exfiltration,10.0.3.10-SWIFT-GATEWAY,No,1,"False positive, closed."
CASE-00790,2026-08-13T23:43:00,SOC-A02,Medium,Privilege Escalation,10.0.1.10-WEBSERVER,No,51,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00381,2026-09-02T11:33:00,SOC-A03,Medium,Phishing Email,10.0.6.10-WORKSTATION-POOL,No,31,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00391,2026-09-08T07:09:00,SOC-A01,Low,DDoS Indicator,10.0.4.10-AUTH-SERVER,No,39,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00436,2026-07-29T08:36:00,SOC-A01,Low,Phishing Email,10.0.6.10-WORKSTATION-POOL,No,20,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00770,2026-08-02T06:02:00,SOC-A01,Low,Privilege Escalation,10.0.1.10-WEBSERVER,No,86,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00138,2026-09-17T07:41:00,SOC-A04,Low,Lateral Movement,10.0.6.10-WORKSTATION-POOL,No,99,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00597,2026-07-02T05:26:00,SOC-A03,Medium,Policy Violation,10.0.6.10-WORKSTATION-POOL,No,110,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00233,2026-08-31T14:13:00,SOC-A03,Low,Phishing Email,10.0.1.20-APPSERVER,No,120,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00647,2026-08-15T10:35:00,SOC-A03,Critical,Unauthorized Access,10.0.3.20-PAYMENT-PROC,No,135,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00682,2026-09-03T19:30:00,SOC-A02,High,Policy Violation,10.0.3.20-PAYMENT-PROC,Yes,129,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00363,2026-08-02T02:23:00,SOC-A02,Medium,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,16,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00236,2026-08-01T05:52:00,SOC-A03,Low,Data Exfiltration,10.0.5.10-EMAIL-GW,No,34,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00042,2026-08-04T09:38:00,SOC-A02,Low,Lateral Movement,10.0.3.20-PAYMENT-PROC,No,97,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00555,2026-09-03T04:28:00,SOC-A03,Low,Data Exfiltration,10.0.1.10-WEBSERVER,No,37,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00804,2026-08-30T18:00:00,SOC-A05,Critical,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,2,No action required.
CASE-00166,2026-09-15T01:00:00,SOC-A02,Low,Lateral Movement,10.0.1.20-APPSERVER,No,107,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00055,2026-08-16T13:04:00,SOC-A03,Critical,Lateral Movement,10.0.3.20-PAYMENT-PROC,Yes,199,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00303,2026-09-03T22:43:00,SOC-A01,Medium,DDoS Indicator,10.0.1.20-APPSERVER,No,22,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00780,2026-08-12T21:19:00,SOC-A01,Medium,DDoS Indicator,10.0.5.20-VPN-ENDPOINT,No,56,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00202,2026-09-24T21:05:00,SOC-A01,Medium,DDoS Indicator,10.0.3.20-PAYMENT-PROC,No,77,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00912,2026-09-23T17:00:00,SOC-A03,High,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,32,Blocked source IP. Alert closed.
CASE-00441,2026-08-10T23:58:00,SOC-A04,High,DDoS Indicator,10.0.1.10-WEBSERVER,Yes,172,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00349,2026-09-12T03:17:00,SOC-A03,High,Policy Violation,10.0.6.10-WORKSTATION-POOL,Yes,168,Escalated to incident response team. Containment actions initiated.
CASE-00402,2026-08-21T14:35:00,SOC-A01,High,Data Exfiltration,10.0.1.20-APPSERVER,Yes,148,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00014,2026-07-29T04:32:00,SOC-A01,Medium,Malware Detection,10.0.6.10-WORKSTATION-POOL,No,120,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00169,2026-07-03T14:58:00,SOC-A04,Low,Unauthorized Access,10.0.3.20-PAYMENT-PROC,No,83,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00825,2026-07-09T11:00:00,SOC-A05,Critical,Policy Violation,10.0.5.10-EMAIL-GW,No,1,"Known issue, no action."
CASE-00347,2026-07-22T02:36:00,SOC-A02,Low,Brute Force Attempt,10.0.6.10-WORKSTATION-POOL,No,47,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00460,2026-08-03T20:45:00,SOC-A03,Critical,DDoS Indicator,10.0.5.20-VPN-ENDPOINT,Yes,78,Escalated to incident response team. Containment actions initiated.
CASE-00127,2026-08-28T08:42:00,SOC-A04,Low,DDoS Indicator,10.0.6.10-WORKSTATION-POOL,No,46,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00040,2026-09-08T22:19:00,SOC-A01,Medium,DDoS Indicator,10.0.6.10-WORKSTATION-POOL,No,95,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00214,2026-09-24T20:25:00,SOC-A02,Low,Data Exfiltration,10.0.6.10-WORKSTATION-POOL,No,13,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00401,2026-08-15T12:32:00,SOC-A03,Low,Data Exfiltration,10.0.3.20-PAYMENT-PROC,No,114,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00293,2026-09-28T19:45:00,SOC-A03,Low,Lateral Movement,10.0.1.20-APPSERVER,No,109,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00270,2026-09-17T07:14:00,SOC-A02,Critical,Anomalous Login,10.0.4.10-AUTH-SERVER,No,146,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00494,2026-08-25T21:46:00,SOC-A04,Low,DDoS Indicator,10.0.3.20-PAYMENT-PROC,No,29,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00299,2026-09-08T15:11:00,SOC-A01,Critical,Malware Detection,10.0.5.10-EMAIL-GW,Yes,164,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00109,2026-08-11T03:49:00,SOC-A01,Medium,DDoS Indicator,10.0.5.10-EMAIL-GW,No,94,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00300,2026-07-01T13:08:00,SOC-A01,High,Brute Force Attempt,10.0.1.20-APPSERVER,Yes,211,Escalated to incident response team. Containment actions initiated.
CASE-00340,2026-08-03T21:55:00,SOC-A03,Medium,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,86,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00810,2026-08-22T16:00:00,SOC-A05,Critical,Privilege Escalation,10.0.6.10-WORKSTATION-POOL,No,4,"Known issue, no action."
CASE-00602,2026-08-11T21:32:00,SOC-A04,Medium,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,20,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00669,2026-07-09T12:42:00,SOC-A03,Low,Malware Detection,10.0.6.10-WORKSTATION-POOL,No,120,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00497,2026-08-21T07:05:00,SOC-A04,Medium,Policy Violation,10.0.6.10-WORKSTATION-POOL,No,21,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00478,2026-07-16T11:45:00,SOC-A04,Medium,Lateral Movement,10.0.1.10-WEBSERVER,No,91,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00918,2026-08-20T00:00:00,SOC-A02,Low,Anomalous Login,10.0.3.10-SWIFT-GATEWAY,No,25,Checked login records. Authorized user.
CASE-00146,2026-09-08T08:51:00,SOC-A01,Low,Brute Force Attempt,10.0.5.20-VPN-ENDPOINT,No,26,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00105,2026-09-25T08:36:00,SOC-A02,Low,DDoS Indicator,10.0.6.10-WORKSTATION-POOL,No,70,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00048,2026-07-21T05:56:00,SOC-A03,Medium,Unauthorized Access,10.0.1.20-APPSERVER,No,110,Escalated to incident response team. Containment actions initiated.
CASE-00179,2026-08-29T18:35:00,SOC-A01,Critical,Privilege Escalation,10.0.5.20-VPN-ENDPOINT,No,145,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00064,2026-08-28T04:51:00,SOC-A03,Medium,Policy Violation,10.0.5.10-EMAIL-GW,No,106,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00076,2026-07-26T00:39:00,SOC-A04,Low,Malware Detection,10.0.1.20-APPSERVER,No,95,Escalated to incident response team. Containment actions initiated.
CASE-00369,2026-08-22T19:43:00,SOC-A01,Medium,Data Exfiltration,10.0.1.20-APPSERVER,No,22,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00667,2026-09-09T15:39:00,SOC-A01,High,DDoS Indicator,10.0.1.20-APPSERVER,No,126,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00732,2026-08-28T15:01:00,SOC-A03,Low,Policy Violation,10.0.1.10-WEBSERVER,No,71,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00570,2026-09-11T11:39:00,SOC-A04,Low,Privilege Escalation,10.0.5.20-VPN-ENDPOINT,No,106,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00249,2026-09-12T22:07:00,SOC-A03,Low,Data Exfiltration,10.0.4.10-AUTH-SERVER,No,63,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00288,2026-07-31T07:19:00,SOC-A04,High,Unauthorized Access,10.0.1.20-APPSERVER,No,44,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00469,2026-08-22T18:57:00,SOC-A02,Critical,Data Exfiltration,10.0.4.10-AUTH-SERVER,No,110,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00183,2026-09-19T20:21:00,SOC-A04,Low,Lateral Movement,10.0.1.10-WEBSERVER,No,46,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00227,2026-07-29T11:33:00,SOC-A01,High,DDoS Indicator,10.0.6.10-WORKSTATION-POOL,Yes,94,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00712,2026-08-12T10:59:00,SOC-A01,Medium,Data Exfiltration,10.0.4.10-AUTH-SERVER,No,92,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00887,2026-09-25T02:00:00,SOC-A01,High,Unauthorized Access,10.0.4.10-AUTH-SERVER,No,60,Investigated within SLA. Closed.
CASE-00464,2026-07-22T21:56:00,SOC-A01,Medium,Data Exfiltration,10.0.3.20-PAYMENT-PROC,No,70,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00799,2026-07-07T20:23:00,SOC-A03,Low,Anomalous Login,10.0.4.10-AUTH-SERVER,No,52,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00473,2026-08-17T00:57:00,SOC-A02,Low,Brute Force Attempt,10.0.6.10-WORKSTATION-POOL,No,12,Escalated to incident response team. Containment actions initiated.
CASE-00916,2026-08-15T00:00:00,SOC-A01,Low,Policy Violation,10.0.2.50-DB-CORE-BANKING,No,30,Routine policy check. No issues found.
CASE-00084,2026-08-01T14:36:00,SOC-A03,Medium,Policy Violation,10.0.4.10-AUTH-SERVER,No,13,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00874,2026-07-26T05:00:00,SOC-A03,Critical,Brute Force Attempt,10.0.1.20-APPSERVER,No,56,Investigated within SLA. Closed.
CASE-00886,2026-09-01T21:00:00,SOC-A01,Critical,Policy Violation,10.0.5.20-VPN-ENDPOINT,No,60,Investigated within SLA. Closed.
CASE-00019,2026-09-08T16:58:00,SOC-A04,Low,Malware Detection,10.0.3.20-PAYMENT-PROC,No,12,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00094,2026-08-30T15:28:00,SOC-A03,Low,Policy Violation,10.0.1.10-WEBSERVER,No,120,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00878,2026-07-01T23:00:00,SOC-A01,High,DDoS Indicator,10.0.5.10-EMAIL-GW,No,57,Investigated within SLA. Closed.
CASE-00866,2026-07-25T17:00:00,SOC-A05,Medium,Unauthorized Access,10.0.5.10-EMAIL-GW,No,2,"False positive, closed."
CASE-00077,2026-08-29T22:16:00,SOC-A01,High,Lateral Movement,10.0.1.20-APPSERVER,Yes,229,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00097,2026-08-27T14:19:00,SOC-A03,High,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,175,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00901,2026-09-02T14:00:00,SOC-A01,High,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,24,Blocked source IP. Alert closed.
CASE-00226,2026-09-03T01:53:00,SOC-A03,Low,Data Exfiltration,10.0.1.20-APPSERVER,No,31,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00409,2026-09-19T17:50:00,SOC-A03,Low,DDoS Indicator,10.0.4.10-AUTH-SERVER,No,71,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00326,2026-09-26T17:01:00,SOC-A02,Critical,Malware Detection,10.0.4.10-AUTH-SERVER,Yes,142,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00337,2026-09-19T05:11:00,SOC-A04,Medium,Anomalous Login,10.0.4.10-AUTH-SERVER,No,13,Escalated to incident response team. Containment actions initiated.
CASE-00657,2026-08-27T19:36:00,SOC-A04,Medium,Unauthorized Access,10.0.1.20-APPSERVER,No,47,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00830,2026-08-14T13:00:00,SOC-A05,Critical,Brute Force Attempt,10.0.3.10-SWIFT-GATEWAY,No,2,"False positive, closed."
CASE-00543,2026-09-21T13:17:00,SOC-A03,High,Policy Violation,10.0.1.20-APPSERVER,Yes,152,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00734,2026-09-10T20:04:00,SOC-A04,High,Unauthorized Access,10.0.5.10-EMAIL-GW,No,132,Escalated to incident response team. Containment actions initiated.
CASE-00378,2026-07-20T17:20:00,SOC-A01,Low,Unauthorized Access,10.0.5.20-VPN-ENDPOINT,No,49,Escalated to incident response team. Containment actions initiated.
CASE-00816,2026-07-31T20:00:00,SOC-A05,High,Brute Force Attempt,10.0.5.10-EMAIL-GW,No,3,No action required.
CASE-00691,2026-07-04T05:29:00,SOC-A02,Medium,Malware Detection,10.0.5.20-VPN-ENDPOINT,No,68,Traced lateral movement path. Three additional hosts identified. Full sweep initiated.
CASE-00776,2026-07-05T02:04:00,SOC-A04,Medium,Policy Violation,10.0.3.20-PAYMENT-PROC,No,12,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00854,2026-09-02T17:00:00,SOC-A05,High,Privilege Escalation,10.0.1.10-WEBSERVER,No,1,No action required.
CASE-00720,2026-08-11T04:49:00,SOC-A02,High,Brute Force Attempt,10.0.6.10-WORKSTATION-POOL,No,82,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00136,2026-07-12T12:00:00,SOC-A04,Low,Lateral Movement,10.0.1.10-WEBSERVER,No,57,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00897,2026-07-04T05:00:00,SOC-A02,High,Brute Force Attempt,10.0.4.10-AUTH-SERVER,No,34,Blocked source IP. Alert closed.
CASE-00578,2026-08-21T11:42:00,SOC-A02,Low,Brute Force Attempt,10.0.5.10-EMAIL-GW,No,76,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00314,2026-07-11T19:18:00,SOC-A01,High,Data Exfiltration,10.0.5.20-VPN-ENDPOINT,Yes,51,Analyzed authentication logs. Confirmed brute force from known botnet. IP range blocked.
CASE-00135,2026-08-13T03:29:00,SOC-A02,Critical,Unauthorized Access,10.0.1.20-APPSERVER,No,203,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00449,2026-08-22T23:31:00,SOC-A03,High,DDoS Indicator,10.0.6.10-WORKSTATION-POOL,Yes,240,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00145,2026-07-30T10:49:00,SOC-A01,Low,Data Exfiltration,10.0.5.10-EMAIL-GW,No,45,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00554,2026-07-29T16:25:00,SOC-A03,Low,Policy Violation,10.0.6.10-WORKSTATION-POOL,No,72,Investigated source IP. Confirmed malicious. Blocked at firewall and notified asset owner.
CASE-00917,2026-07-21T00:00:00,SOC-A02,Low,Anomalous Login,10.0.3.10-SWIFT-GATEWAY,No,25,Checked login records. Authorized user.
CASE-00383,2026-09-06T02:16:00,SOC-A01,High,DDoS Indicator,10.0.5.10-EMAIL-GW,Yes,157,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00699,2026-09-18T20:35:00,SOC-A01,High,Brute Force Attempt,10.0.1.20-APPSERVER,Yes,77,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00428,2026-07-21T23:04:00,SOC-A03,Medium,Anomalous Login,10.0.1.10-WEBSERVER,No,86,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00729,2026-07-26T22:48:00,SOC-A01,Medium,Policy Violation,10.0.5.10-EMAIL-GW,No,106,Reviewed packet capture. Confirmed false positive due to scheduled backup job.
CASE-00592,2026-08-10T22:00:00,SOC-A04,Low,Malware Detection,10.0.1.20-APPSERVER,No,84,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00706,2026-08-03T16:36:00,SOC-A02,Critical,Policy Violation,10.0.3.20-PAYMENT-PROC,No,187,Cross-referenced with SIEM correlation rule. Confirmed policy violation. HR notified.
CASE-00860,2026-08-15T05:00:00,SOC-A05,Medium,Lateral Movement,10.0.3.20-PAYMENT-PROC,No,7,Duplicate alert.
CASE-00161,2026-07-09T04:47:00,SOC-A01,Medium,DDoS Indicator,10.0.1.10-WEBSERVER,No,105,Escalated to incident response team. Containment actions initiated.
CASE-00060,2026-09-04T21:40:00,SOC-A02,Medium,Lateral Movement,10.0.1.10-WEBSERVER,No,96,Escalated to incident response team. Containment actions initiated.
CASE-00774,2026-07-23T14:04:00,SOC-A04,Medium,Policy Violation,10.0.1.20-APPSERVER,No,32,Correlated with threat intel feed. IOC confirmed. Endpoint isolated and reimaged.
CASE-00073,2026-08-29T05:03:00,SOC-A02,Low,Phishing Email,10.0.3.20-PAYMENT-PROC,No,68,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00222,2026-07-16T06:50:00,SOC-A04,Low,Phishing Email,10.0.6.10-WORKSTATION-POOL,No,13,Verified phishing payload in sandbox. User credentials rotated. Awareness alert sent.
CASE-00826,2026-09-07T21:00:00,SOC-A05,Critical,Policy Violation,10.0.6.10-WORKSTATION-POOL,No,3,"False positive, closed."
CASE-00863,2026-08-10T21:00:00,SOC-A05,High,Lateral Movement,10.0.3.20-PAYMENT-PROC,No,2,Duplicate alert.
